-0.452730640471177,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
0,0.0,Y,0.07027888298034668
-0.4527306404711779,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
1,0.0,Y,0.411923885345459
-0.4527306404711776,0.4589934483613334,0.4345893396036633,0.4332700499074118,0.445868975118878
2,2.2322358387256714e-14,Y,0.31574320793151855
-0.4527306404711765,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
3,0.0,Y,0.22691869735717773
-0.4527306404711764,0.4589934483613334,0.43458933960366153,0.4332700499074118,0.445868975118878
4,0.0,Y,0.195481538772583
0,0,0,N,0.21407246589660645
1,0,0,N,325.0506148338318
2,0,0,N,158.2918417453766
3,0,0,N,0.2246549129486084
4,0,0,N,0.2202906608581543
0,0,0,N,0.23177862167358398
1,0,0,N,308.01979970932007
1.2177659335685291,2.4244757868998708,0.25359497641272943,2.8712335844026864,0.2535949764127281
2,2.732575237521274,Y,163.6735246181488
3,0,0,N,0.6853199005126953
4,0,0,N,0.20255112648010254
0,0,0,N,0.25406527519226074
1,0,0,N,283.4229259490967
2,0,0,N,166.100905418396
3,0,0,N,0.20644450187683105
4,0,0,N,0.20381379127502441
0,0,0,N,0.7158374786376953
1,0,0,N,465.87138986587524
0.1490766226517799,1.91745357518385,0.23054857660272,2.2612177651766148,0.14907662265180155
2,2.630037501233309,Y,128.28240442276
3,0,0,N,0.21212244033813477
4,0,0,N,0.20676112174987793
