0,0.0,0.2158855878318775,Y,0.0012669563293457031
1,4.563754079418884,0.2158855878318775,Y,0.0012669563293457031
0,0.0,0.13056624067630196,Y,0.0012404918670654297
2,4.317836500600631,0.13056624067630196,Y,0.0012404918670654297
0,0,0,N,0.0008208751678466797
3,0,0,N,0.0008208751678466797
0,0,0,N,0.0008146762847900391
4,0,0,N,0.0008146762847900391
0,0.0,0.6250403421151702,Y,0.001230001449584961
5,4.839889256086557,0.6250403421151702,Y,0.001230001449584961
0,0,0,N,0.0008151531219482422
6,0,0,N,0.0008151531219482422
0,0,0,N,0.0008165836334228516
7,0,0,N,0.0008165836334228516
0,0,0,N,0.0008137226104736328
8,0,0,N,0.0008137226104736328
0,0.0,0.09952374891742011,Y,0.0012328624725341797
9,4.141698992859568,0.09952374891742011,Y,0.0012328624725341797
0,0,0,N,0.0008158683776855469
10,0,0,N,0.0008158683776855469
0,0.0,0.6594795199412999,Y,0.0012259483337402344
11,4.847971781784814,0.6594795199412999,Y,0.0012259483337402344
0,0,0,N,0.0008122920989990234
12,0,0,N,0.0008122920989990234
0,0,0,N,0.0008153915405273438
13,0,0,N,0.0008153915405273438
0,0,0,N,0.0008134841918945312
14,0,0,N,0.0008134841918945312
0,0.0,0.8399138523656688,Y,0.0012273788452148438
15,4.879744064728838,0.8399138523656688,Y,0.0012273788452148438
0,0,0,N,0.0008180141448974609
16,0,0,N,0.0008180141448974609
0,0,0,N,0.0008141994476318359
17,0,0,N,0.0008141994476318359
0,0.0,0.4042944766364087,Y,0.0012366771697998047
18,4.756968998961457,0.4042944766364087,Y,0.0012366771697998047
0,0,0,N,0.0008161067962646484
19,0,0,N,0.0008161067962646484
0,0.0,0.23034523676253116,Y,0.0012302398681640625
20,4.588860809566804,0.23034523676253116,Y,0.0012302398681640625
0,0.0,0.2636948112025834,Y,0.0012292861938476562
21,4.637029225881233,0.2636948112025834,Y,0.0012292861938476562
0,0.0,0.08360221482612928,Y,0.001230478286743164
22,4.0106476088159235,0.08360221482612928,Y,0.001230478286743164
0,0,0,N,0.0008130073547363281
23,0,0,N,0.0008130073547363281
0,0.0,0.4501903243188963,Y,0.0012276172637939453
24,4.780611935518477,0.4501903243188963,Y,0.0012276172637939453
0,0.0,0.7496912322536105,Y,0.0012288093566894531
25,4.8657175306654254,0.7496912322536105,Y,0.0012288093566894531
0,0,0,N,0.0008175373077392578
26,0,0,N,0.0008175373077392578
0,0.0,0.3971429977781611,Y,0.0012373924255371094
27,4.752817157676271,0.3971429977781611,Y,0.0012373924255371094
0,0,0,N,0.0008165836334228516
28,0,0,N,0.0008165836334228516
0,0.0,0.8129495044028374,Y,0.0012278556823730469
29,4.875870159796914,0.8129495044028374,Y,0.0012278556823730469
0,0.0,0.3436518696530868,Y,0.0012323856353759766
30,4.716592542771359,0.3436518696530868,Y,0.0012323856353759766
0,0,0,N,0.0008118152618408203
31,0,0,N,0.0008118152618408203
0,0.0,0.07669555980118048,Y,0.0012290477752685547
32,3.9404617602131427,0.07669555980118048,Y,0.0012290477752685547
0,0,0,N,0.0008151531219482422
33,0,0,N,0.0008151531219482422
0,0.0,0.23771253152585814,Y,0.0012316703796386719
34,4.600572015689611,0.23771253152585814,Y,0.0012316703796386719
0,0.0,1.1542872717288617,Y,0.0012383460998535156
35,4.911787714378353,1.1542872717288617,Y,0.0012383460998535156
0,0.0,3.84205848956978,Y,0.001234292984008789
36,4.972820752286409,3.84205848956978,Y,0.001234292984008789
0,-2.5579538487363607e-12,0.15450295660698998,Y,0.007780551910400391
37,0.49837428706598197,0.15450295660698998,Y,0.007780551910400391
0,-2.5579538487363607e-12,0.14194657593606053,Y,0.0031719207763671875
38,0.42299475952463883,0.14194657593606053,Y,0.0031719207763671875
0,-2.5579538487363607e-12,0.07451456692544411,Y,0.0034995079040527344
39,0.3787486482265752,0.07451456692544411,Y,0.0034995079040527344
0,-2.5579538487363607e-12,0.21793163504412405,Y,0.006798982620239258
40,0.1732274905245151,0.21793163504412405,Y,0.006798982620239258
0,0,0,N,0.002527952194213867
41,0,0,N,0.002527952194213867
0,0,0,N,0.0014460086822509766
42,0,0,N,0.0014460086822509766
0,0,0,N,0.0013337135314941406
43,0,0,N,0.0013337135314941406
0,-2.5579538487363607e-12,0.009999999999990905,Y,0.007188320159912109
44,0.11802635415887153,0.009999999999990905,Y,0.007188320159912109
0,0,0,N,0.0014138221740722656
