-0.23753199692901286,-0.1270327236556728,0.059799414527234716,-0.23753199692901278,0.15183320648062978
0,11091.89797200355,Y,5.793058156967163
1,0,0,N,4.151497840881348
-1.403747592488786,-1.181394984379786,-1.0699927997748855,-1.4037475924887857,-0.3139175512829201
2,0.3775663220818033,Y,2.2461206912994385
0,0,0,N,4.169731855392456
1,0,0,N,4.02905797958374
2,0,0,N,2.4657225608825684
0,0,0,N,5.4091386795043945
0.16900139838352862,0.022510360798296537,-0.041411685366130394,-0.04141168536613021,0.01694055183165026
1,17195.3175096374,Y,4.072666168212891
2,0,0,N,2.3452813625335693
-0.7406295525211787,-0.6383836942310545,-0.4702485788948765,-0.9967480567546491,0.10479016688563852
0,0.0,Y,0.18372654914855957
-0.7406295525212605,-0.6383836942311177,-0.4702485788949387,-0.9967480567547572,0.10479016688564023
1,0.0,Y,1.0390090942382812
-0.7406295525211688,-0.6383836942310434,-0.47024857889486915,-0.9967480567546246,0.10479016688563465
2,0.0,Y,0.11367344856262207
-0.012565956118037968,0.10040126787521844,0.13770996321589848,0.04491417475559168,-0.012565956118037605
0,16912.53935100632,Y,4.371697187423706
0.18186502627810122,0.018143030239449465,-0.047371314787108335,-0.0577058888654823,-0.05770588886548201
1,28094.19641697514,Y,4.672089338302612
2,0,0,N,2.76816725730896
